value,valueLabel,valueDescription,ct,valueAltLabel,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q40185418,Wallisians and Futunians,ethnic group of New Caledonia,1,"Futunian people, Wallisian people",http://www.wikidata.org/entity/Q33788,New Caledonia
http://www.wikidata.org/entity/Q402525,Cape Coloureds,ethnic group in South Africa,1,,http://www.wikidata.org/entity/Q7822280,Tony Ehrenreich
http://www.wikidata.org/entity/Q405435,Aimaq people,ethnic group,1,Aimak,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q405487,Macanese people,ethnic group,1,,http://www.wikidata.org/entity/Q6657926,José Pereira Coutinho
http://www.wikidata.org/entity/Q4057928,Adhola people,ethnic group of Uganda,1,Nyikway Adhola,http://www.wikidata.org/entity/Q5373324,Emmanuel Otala
http://www.wikidata.org/entity/Q40694641,Vietnamese Korean,ethnic group,1,,http://www.wikidata.org/entity/Q491117,Lai Đại Hàn
http://www.wikidata.org/entity/Q40997877,Medhwal,Ethnica group of hindu people of gujarat who are into business of curing skins of dead animals,1,,http://www.wikidata.org/entity/Q2760752,Dasi Jivan
http://www.wikidata.org/entity/Q410446,Hakka,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q5116275,Chung Chao-cheng
http://www.wikidata.org/entity/Q4115738,Persians in Bahrain,,1,,http://www.wikidata.org/entity/Q6370583,Karim Fakhrawi
http://www.wikidata.org/entity/Q4118330,Arab Venezuelan,,1,,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q41201692,Tongans,ethnic group,1,Tongan people,http://www.wikidata.org/entity/Q16641,American Samoa
http://www.wikidata.org/entity/Q41201936,Andorrans,ethnic group,1,Andorran people,http://www.wikidata.org/entity/Q228,Andorra
http://www.wikidata.org/entity/Q41299126,Banyankole,ethnic group,1,,http://www.wikidata.org/entity/Q1036,Uganda
http://www.wikidata.org/entity/Q41299204,Basoga,ethnic group,1,,http://www.wikidata.org/entity/Q1036,Uganda
http://www.wikidata.org/entity/Q4144673,Q4144673,,1,,http://www.wikidata.org/entity/Q4194106,Vladislav Zotin
http://www.wikidata.org/entity/Q415354,Caucasian,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q5480294,Francis Boulle
http://www.wikidata.org/entity/Q4205820,Yemenis,,1,,http://www.wikidata.org/entity/Q12219331,Q12219331
http://www.wikidata.org/entity/Q4208066,Kazakhs in China,,1,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q423621,Ajam,,1,,http://www.wikidata.org/entity/Q8061399,Yunus ibn Habib
http://www.wikidata.org/entity/Q4246708,Brushed Ceramics Culture,,1,,http://www.wikidata.org/entity/Q17449921,Q17449921
http://www.wikidata.org/entity/Q427036,Tigray-Tigrinya people,ethnic group,1,,http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q4272184,Luxembourgian American,,1,,http://www.wikidata.org/entity/Q106547,Paul Lauterbur
http://www.wikidata.org/entity/Q427838,Kadazan-Dusun,ethnic group,1,,http://www.wikidata.org/entity/Q5221615,Daphne Iking
http://www.wikidata.org/entity/Q4292816,Miji people,ethnic group,1,"Damai, Sajolang",http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q4317274,Nepalis,Citizens and people have allegiance to Nepal,1,"Nepali people, Nepalese, Gorkhali people",http://www.wikidata.org/entity/Q29048963,Bses Slwl I
http://www.wikidata.org/entity/Q4400590,Russian Canadian,ethnic group,1,,http://www.wikidata.org/entity/Q240555,Natalie Glebova
http://www.wikidata.org/entity/Q4400608,Russians in Uzbekistan,,1,,http://www.wikidata.org/entity/Q265,Uzbekistan
http://www.wikidata.org/entity/Q442015,Narragansett,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q13563042,Paulla Dove Jennings
http://www.wikidata.org/entity/Q4445351,Sudanese Arabs,,1,,http://www.wikidata.org/entity/Q1049,Sudan
http://www.wikidata.org/entity/Q4466166,Iranian Turkmen,,1,,http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q4469693,Uzbek American,,1,,http://www.wikidata.org/entity/Q42549569,Sayfullo Habibullaevich Saipov
http://www.wikidata.org/entity/Q4498931,Khoyd,Oyrad ethnic group,1,,http://www.wikidata.org/entity/Q372192,Amursana
http://www.wikidata.org/entity/Q45321045,Tejano,resident of the state of Texas culturally descended from the original Spanish-speaking settlers of Texas and northern Mexico,1,,http://www.wikidata.org/entity/Q7145907,Patricia de la Garza De León
http://www.wikidata.org/entity/Q455464,Noordwijk,city in the Netherlands,1,,http://www.wikidata.org/entity/Q2789338,Bas Grevelink
http://www.wikidata.org/entity/Q458444,Bukovina Germans,,1,,http://www.wikidata.org/entity/Q15432799,Hugo Weczerka
http://www.wikidata.org/entity/Q460091,Ambundu,ethnic group,1,,http://www.wikidata.org/entity/Q916,Angola
http://www.wikidata.org/entity/Q464237,Amhara people,An African ethnic group,1,Amhara,http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q4683935,Adnanites,Wikimedia list article,1,,http://www.wikidata.org/entity/Q4703043,Al-Qa'qa'a ibn Amr at-Tamimi
http://www.wikidata.org/entity/Q4689218,Afghans in India,,1,,http://www.wikidata.org/entity/Q1058806,Feroz Khan
http://www.wikidata.org/entity/Q4690176,Afro-Dominican,,1,,http://www.wikidata.org/entity/Q48326803,Celsa Albert Batista
http://www.wikidata.org/entity/Q4690190,Afro-Nicaraguan,,1,,http://www.wikidata.org/entity/Q28810197,June Beer
http://www.wikidata.org/entity/Q4690194,Afro-Panamanians,,1,,http://www.wikidata.org/entity/Q50897820,Melva Lowe de Goodin
http://www.wikidata.org/entity/Q4690213,Afro Honduran,,1,,http://www.wikidata.org/entity/Q28833059,Mirtha Colón
http://www.wikidata.org/entity/Q4696440,Ahwahnechee people,,1,,http://www.wikidata.org/entity/Q5096948,Chief Tenaya
http://www.wikidata.org/entity/Q4701435,Aklanon people,ethnic group,1,,http://www.wikidata.org/entity/Q5042315,Carlos Magdaluyo
http://www.wikidata.org/entity/Q4743112,American Australian,,1,,http://www.wikidata.org/entity/Q6241775,John Jenkins
http://www.wikidata.org/entity/Q474314,German Bohemia,,1,,http://www.wikidata.org/entity/Q26719544,Josef Klostermann
http://www.wikidata.org/entity/Q4745454,American ethnicity,,1,,http://www.wikidata.org/entity/Q272048,Jessie Andrews
http://www.wikidata.org/entity/Q476550,Hani people,ethnic group,1,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q4766092,Ankole sub-region,,1,,http://www.wikidata.org/entity/Q4731734,Allen Kagina
http://www.wikidata.org/entity/Q4806687,Asian Latin American,,1,,http://www.wikidata.org/entity/Q25837,Nadia Styles
http://www.wikidata.org/entity/Q481161,Italians in Germany,ethnic group,1,,http://www.wikidata.org/entity/Q25894639,Mario Cavaliere
http://www.wikidata.org/entity/Q4825468,Austrian Brazilian,,1,,http://www.wikidata.org/entity/Q156774,Pedro II of Brazil
http://www.wikidata.org/entity/Q4842385,Bahamian American,ethnic group,1,,http://www.wikidata.org/entity/Q1956818,Myron Rolle
http://www.wikidata.org/entity/Q4855428,Bangladeshi,Bangladeshi people,1,Bangladeshi people,http://www.wikidata.org/entity/Q7405405,Salman F Rahman
http://www.wikidata.org/entity/Q4857281,Banu 'Amir,Wikimedia list article,1,,http://www.wikidata.org/entity/Q924484,Labīd
http://www.wikidata.org/entity/Q4857290,Banu Daws,,1,,http://www.wikidata.org/entity/Q4116282,Tufayl ibn Amr
http://www.wikidata.org/entity/Q4857300,Banu Jumah,,1,,http://www.wikidata.org/entity/Q7398854,Safwan ibn Umayya
http://www.wikidata.org/entity/Q4860321,Barech,,1,,http://www.wikidata.org/entity/Q3629485,Ahmed Raza Khan Barelvi
http://www.wikidata.org/entity/Q4867856,Basque Uruguayan,,1,,http://www.wikidata.org/entity/Q823028,Bernardo Berro
http://www.wikidata.org/entity/Q487902,Songhai people,West African ethnic group,1,"Songhay, Sonrai",http://www.wikidata.org/entity/Q945436,Sonni Ali
http://www.wikidata.org/entity/Q4882997,Belizean Creole people,,1,,http://www.wikidata.org/entity/Q33127622,Leela Vernon
http://www.wikidata.org/entity/Q4887673,Bengali American,"Americans of Bengali ethnic, cultural and linguistic heritage and identity",1,,http://www.wikidata.org/entity/Q7633783,Sudhindra Bose
http://www.wikidata.org/entity/Q491709,Spokane people,native American people,1,,http://www.wikidata.org/entity/Q5571326,Gloria Bird
http://www.wikidata.org/entity/Q491755,Coeur d'Alene people,ethnic group,1,,http://www.wikidata.org/entity/Q18688109,Paulette Jordan
http://www.wikidata.org/entity/Q4920851,Black Grenadian,,1,,http://www.wikidata.org/entity/Q44016986,Marie Rose Cavelan
http://www.wikidata.org/entity/Q4920978,Black Hispanic and Latino Americans,,1,,http://www.wikidata.org/entity/Q6114277,Jack Napier
http://www.wikidata.org/entity/Q4921389,Black Nova Scotians,,1,,http://www.wikidata.org/entity/Q1356412,Rocky Johnson
http://www.wikidata.org/entity/Q4947387,Bosniaks of Montenegro,,1,,http://www.wikidata.org/entity/Q4827927,Avdo Međedović
http://www.wikidata.org/entity/Q4969461,British Arabs,,1,,http://www.wikidata.org/entity/Q2205931,S. F. Said
http://www.wikidata.org/entity/Q4970177,British Jamaican,,1,,http://www.wikidata.org/entity/Q27979022,Sharmadean Reid
http://www.wikidata.org/entity/Q4975735,Brothertown Indians,,1,,http://www.wikidata.org/entity/Q8009270,William Fowler
http://www.wikidata.org/entity/Q498640,Creole people,ethnic groups which originated from mixing between European and non-European peoples,1,"kreol, créole, creolo, criol, criollo, crioulo, kreyol, krio, kriol, kriolu, kriyoyo",http://www.wikidata.org/entity/Q22341346,Vivian Seay
http://www.wikidata.org/entity/Q498700,Gorals,,1,,http://www.wikidata.org/entity/Q11739954,Klemens Bachleda
http://www.wikidata.org/entity/Q4996183,Bulgarian Americans,ethnic group,1,,http://www.wikidata.org/entity/Q234144,Rita Wilson
http://www.wikidata.org/entity/Q4997984,Bunyoro sub-region,,1,,http://www.wikidata.org/entity/Q6787393,Matia Kasaija
http://www.wikidata.org/entity/Q4999416,Burmese American,,1,,http://www.wikidata.org/entity/Q4717940,Alex Wagner
http://www.wikidata.org/entity/Q5011445,Celtiberians,tribe,1,,http://www.wikidata.org/entity/Q5753089,Q5753089
http://www.wikidata.org/entity/Q5031141,Canarian people,,1,,http://www.wikidata.org/entity/Q6293254,José María Jesús Carbajal
http://www.wikidata.org/entity/Q504685,Bambara people,ethnic group,1,Bambara ethinicity,http://www.wikidata.org/entity/Q3572027,Yaya Coulibaly
http://www.wikidata.org/entity/Q508194,Lurs,Iranian people,1,"Luri, Lors",http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q510023,Paiute people,Native American people,1,Paiutes,http://www.wikidata.org/entity/Q240912,Julia Pastrana
http://www.wikidata.org/entity/Q5100675,Chinese Venezuelan,,1,,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q5122575,Citizen Potawatomi Nation,,1,,http://www.wikidata.org/entity/Q46993237,Jackie Taylor
http://www.wikidata.org/entity/Q5159768,Confederated Tribes of the Umatilla Indian Reservation,group of three Native American tribes in northeast Oregon,1,,http://www.wikidata.org/entity/Q16762769,Shoni Schimmel
http://www.wikidata.org/entity/Q5171801,Cornish American,ethnic group,1,,http://www.wikidata.org/entity/Q256732,Martina McBride
http://www.wikidata.org/entity/Q5171804,Cornish Australian,,1,,http://www.wikidata.org/entity/Q5232322,David Charleston
http://www.wikidata.org/entity/Q524007,Newar people,ethnic group,1,,http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q527478,Charrúa people,ethnic group,1,Charrua people,http://www.wikidata.org/entity/Q5737942,Q5737942
http://www.wikidata.org/entity/Q528981,Ijaw people,ethnic group,1,,http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q5315196,Dunghutti,Australian aboriginal group,1,,http://www.wikidata.org/entity/Q38315098,Lorraine Mafi-Williams
http://www.wikidata.org/entity/Q5334370,Ecuadorian American,ethnic group,1,,http://www.wikidata.org/entity/Q20091004,Mariela Jácome
http://www.wikidata.org/entity/Q53858102,Chameloid,fictional alien race,1,,http://www.wikidata.org/entity/Q53858092,Martia
http://www.wikidata.org/entity/Q5404412,Métis,,1,Metis,http://www.wikidata.org/entity/Q42675465,Jesse Thistle
http://www.wikidata.org/entity/Q542131,Polish minority in France,ethnic group,1,,http://www.wikidata.org/entity/Q710530,Paul Landowski
http://www.wikidata.org/entity/Q5448596,Filipino Japanese,Wikipedia disambiguation page,1,,http://www.wikidata.org/entity/Q36783592,Ryuichi Funabashi
http://www.wikidata.org/entity/Q5448648,Filipinos in Norway,,1,,http://www.wikidata.org/entity/Q1785753,Kirby Ann Basken
http://www.wikidata.org/entity/Q545115,Albanians in the Republic of Macedonia,ethnic group,1,,http://www.wikidata.org/entity/Q17431627,Refet Abazi
http://www.wikidata.org/entity/Q547748,Cahuilla people,ethnic group,1,,http://www.wikidata.org/entity/Q6376544,Katherine Siva Saubel
http://www.wikidata.org/entity/Q5517281,Gaini,,1,,http://www.wikidata.org/entity/Q16146398,Æthelred Mucel
http://www.wikidata.org/entity/Q5529672,Gedeo people,,1,,http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q557936,Anmatyerre,,1,,http://www.wikidata.org/entity/Q1557896,Gwoya Jungarai
http://www.wikidata.org/entity/Q5622783,Guyanese American,ethnic group,1,,http://www.wikidata.org/entity/Q6795622,Maxim Thorne
http://www.wikidata.org/entity/Q5655029,Mokaná,,1,Mokana,http://www.wikidata.org/entity/Q2032043,India Catalina
http://www.wikidata.org/entity/Q572665,Kanuri people,ethnic group,1,,http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q5738560,Cabécar people,,1,Cabecar people,http://www.wikidata.org/entity/Q16491227,Q16491227
http://www.wikidata.org/entity/Q576523,Clatsop people,ethnic group,1,,http://www.wikidata.org/entity/Q27469985,Mary Riddle
http://www.wikidata.org/entity/Q577316,Ndyuka people,ethnic group,1,,http://www.wikidata.org/entity/Q2199201,Gazon Matodya
http://www.wikidata.org/entity/Q580659,Yaghan people,ethnic group,1,Yamana,http://www.wikidata.org/entity/Q2658232,Cristina Calderón
http://www.wikidata.org/entity/Q5882570,Q5882570,,1,,http://www.wikidata.org/entity/Q5907779,Iballa
http://www.wikidata.org/entity/Q5892930,Honduran American,,1,,http://www.wikidata.org/entity/Q3403722,Prinzzess
http://www.wikidata.org/entity/Q5894222,Hong Kong American,,1,,http://www.wikidata.org/entity/Q16397,Bruce Lee
http://www.wikidata.org/entity/Q5991575,Igbo American,,1,,http://www.wikidata.org/entity/Q3342371,Nneka Ogwumike
http://www.wikidata.org/entity/Q5991978,Q5991978,,1,,http://www.wikidata.org/entity/Q30904722,Manuel Carrera y Colina
http://www.wikidata.org/entity/Q6011515,Mestizos in Mexico,,1,,http://www.wikidata.org/entity/Q96,Mexico
http://www.wikidata.org/entity/Q6024095,Indians in Kenya,,1,,http://www.wikidata.org/entity/Q14942783,Ruhila Adatia-Sood
http://www.wikidata.org/entity/Q6024716,indigenous peoples of the Philippines,,1,,http://www.wikidata.org/entity/Q6971675,National Commission on Indigenous Peoples of the Philippines
http://www.wikidata.org/entity/Q6025447,Indo-Caribbean,,1,,http://www.wikidata.org/entity/Q162202,Nicki Minaj
http://www.wikidata.org/entity/Q6025514,Indo-Jamaican,,1,,http://www.wikidata.org/entity/Q16223776,Rajiv Maragh
http://www.wikidata.org/entity/Q6025584,Indo-Trinidadian and Tobagonian,,1,,http://www.wikidata.org/entity/Q51142676,Gema Ramkeesoon
http://www.wikidata.org/entity/Q606177,Bimbache,,1,,http://www.wikidata.org/entity/Q39081786,Armiche
http://www.wikidata.org/entity/Q6071336,Irish Uruguayans,,1,,http://www.wikidata.org/entity/Q537032,Emilio MacEachen
http://www.wikidata.org/entity/Q6092933,Italian Scots,Scottish people of Italian descent,1,,http://www.wikidata.org/entity/Q165397,Eduardo Paolozzi
http://www.wikidata.org/entity/Q609726,Narragansett people,ethnic group,1,,http://www.wikidata.org/entity/Q16971294,Christiana Carteaux Bannister
http://www.wikidata.org/entity/Q610246,Q610246,,1,,http://www.wikidata.org/entity/Q5674750,Q5674750
http://www.wikidata.org/entity/Q6122041,Jaga,African warriors from Angola,1,,http://www.wikidata.org/entity/Q7698008,Tembandumba
http://www.wikidata.org/entity/Q6123999,Jain Bunt,ethnic group,1,,http://www.wikidata.org/entity/Q717732,Abbakka Chowta
http://www.wikidata.org/entity/Q6124072,Jainism in Gujarat,,1,,http://www.wikidata.org/entity/Q5673835,Harshad Mehta
http://www.wikidata.org/entity/Q6158330,Japanese Venezuelan,,1,,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q6164439,Jat,,1,,http://www.wikidata.org/entity/Q49707989,Bhaal Singh Balhara
http://www.wikidata.org/entity/Q6164703,Jatt Sikh,sub-group of the Jat people,1,,http://www.wikidata.org/entity/Q1034290,Swaran Singh
http://www.wikidata.org/entity/Q6170604,Yuzzum,,1,,http://www.wikidata.org/entity/Q11685141,Joh Yowza
http://www.wikidata.org/entity/Q620089,Punjabi diaspora,ethnic group,1,,http://www.wikidata.org/entity/Q107462,Har Gobind Khorana
http://www.wikidata.org/entity/Q621557,Russians in Estonia,ethnic group,1,,http://www.wikidata.org/entity/Q18684351,Vladimir Avilov
http://www.wikidata.org/entity/Q625438,Rakhine people,ethnic group,1,"Khaman, Rakhaine people",http://www.wikidata.org/entity/Q836,Myanmar
http://www.wikidata.org/entity/Q627897,Ga-Adangbe people,ethnic group,1,,http://www.wikidata.org/entity/Q33287,Ga
http://www.wikidata.org/entity/Q6319086,Iranian Iraqis,,1,,http://www.wikidata.org/entity/Q5675767,Zahir al-Din Kazeruni
http://www.wikidata.org/entity/Q6363876,Kannada Brahmins,,1,,http://www.wikidata.org/entity/Q1022530,Nagesh
http://www.wikidata.org/entity/Q6431801,Korean Brazilian,,1,,http://www.wikidata.org/entity/Q1055363,Iara Lee
http://www.wikidata.org/entity/Q6432084,Koreans in the United Kingdom,,1,,http://www.wikidata.org/entity/Q7635852,Suki Kim
http://www.wikidata.org/entity/Q6442586,Kuku Yalanji people,,1,,http://www.wikidata.org/entity/Q26211182,Eleanor Harding
http://www.wikidata.org/entity/Q6443007,Kulin Brahmin,,1,,http://www.wikidata.org/entity/Q15071801,Arundhati Bhattacharya
http://www.wikidata.org/entity/Q6445737,Kurdish American,,1,,http://www.wikidata.org/entity/Q32035942,SEVA
http://www.wikidata.org/entity/Q6448103,Kushwaha,ethnic group/caste,1,,http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q654205,Tuatha Dé Danann,people of the goddess Danu,1,"Tuath De, Tuath Dé, Tuath De Danann, Tuath Dé Danann, Tuatha De Danann",http://www.wikidata.org/entity/Q27949886,king of the Tuatha Dé Danann
http://www.wikidata.org/entity/Q6549612,German Argentine,Argentine citizens of German descent,1,,http://www.wikidata.org/entity/Q20737416,Juan Fernando Brügge
http://www.wikidata.org/entity/Q6575630,Kamma,,1,,http://www.wikidata.org/entity/Q2646553,N. T. Rama Rao
http://www.wikidata.org/entity/Q6601334,List of Ukrainian Jews,Wikimedia list article,1,,http://www.wikidata.org/entity/Q331067,Abram Ioffe
http://www.wikidata.org/entity/Q660882,hijra,third gender of South Asian cultures,1,"Aravani, Aruvani, Hijras, Jagappa",http://www.wikidata.org/entity/Q24572747,A. Revathi
http://www.wikidata.org/entity/Q660947,Hakka people,ethnic group,1,,http://www.wikidata.org/entity/Q22513,Zhu De
http://www.wikidata.org/entity/Q662729,public figure,legal concept,1,Notable people,http://www.wikidata.org/entity/Q20511029,Q20511029
http://www.wikidata.org/entity/Q6648357,Lithuanian Canadian,,1,,http://www.wikidata.org/entity/Q14431691,Nik Stauskas
http://www.wikidata.org/entity/Q6693471,Lower Elwha Klallam Tribe,,1,,http://www.wikidata.org/entity/Q14981789,Adeline Smith
http://www.wikidata.org/entity/Q672394,Turks in Austria,ethnic group,1,,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q673001,Saka,historic ethnic group,1,Scythian,http://www.wikidata.org/entity/Q1260392,Rudradaman I
http://www.wikidata.org/entity/Q673161,Bouyei people,ethnic group,1,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q6741539,Malay Indonesian,,1,,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q6741676,Malay Singaporeans,ethnic group,1,Malays in Singapore,http://www.wikidata.org/entity/Q334,Singapore
